customer_id,age_group,city,occupation,gender,marital status,avg_income,month_avg_spend ,avg_income_utilization_monthly
ATQCUS2066,21-24,Chennai,Government Employees,Female,Married,39072,6068,15.53%
ATQCUS2067,21-24,Chennai,Government Employees,Female,Married,38867,5878,15.12%
ATQCUS2068,21-24,Hyderabad,Salaried IT Employees,Female,Married,46827,16557,35.36%
ATQCUS2069,21-24,Hyderabad,Salaried IT Employees,Female,Married,49269,15244,30.94%
ATQCUS2070,21-24,Hyderabad,Salaried IT Employees,Female,Married,49348,16445,33.32%
ATQCUS2071,21-24,Hyderabad,Salaried IT Employees,Female,Married,48671,16335,33.56%
ATQCUS2072,21-24,Hyderabad,Salaried IT Employees,Female,Married,48066,16151,33.60%
ATQCUS2073,21-24,Hyderabad,Salaried IT Employees,Female,Married,49375,17951,36.36%
ATQCUS2074,21-24,Hyderabad,Salaried Other Employees,Female,Married,30814,8745,28.38%
ATQCUS2075,21-24,Hyderabad,Salaried Other Employees,Female,Married,28807,9542,33.12%
ATQCUS2076,21-24,Hyderabad,Business Owners,Female,Married,54863,13493,24.59%
ATQCUS2077,21-24,Hyderabad,Freelancers,Female,Married,26391,7534,28.55%
ATQCUS2078,21-24,Hyderabad,Government Employees,Female,Married,40990,7962,19.43%
ATQCUS2079,25-34,Mumbai,Salaried IT Employees,Female,Married,60063,36563,60.87%
ATQCUS2080,25-34,Mumbai,Salaried IT Employees,Female,Married,60497,39081,64.60%
ATQCUS2081,25-34,Mumbai,Salaried IT Employees,Female,Married,60188,34563,57.42%
ATQCUS2082,25-34,Mumbai,Salaried IT Employees,Female,Married,62775,34540,55.02%
ATQCUS2083,25-34,Mumbai,Salaried IT Employees,Female,Married,65949,37202,56.41%
ATQCUS2084,25-34,Mumbai,Salaried IT Employees,Female,Married,63805,33843,53.04%
ATQCUS2085,25-34,Mumbai,Salaried IT Employees,Female,Married,61814,34774,56.26%
ATQCUS2086,25-34,Mumbai,Salaried IT Employees,Female,Married,62274,39589,63.57%
ATQCUS2087,25-34,Mumbai,Salaried IT Employees,Female,Married,60661,30351,50.03%
ATQCUS2088,25-34,Mumbai,Salaried IT Employees,Female,Married,60792,35328,58.11%
ATQCUS2089,25-34,Mumbai,Salaried IT Employees,Female,Married,62670,41402,66.06%
ATQCUS2090,25-34,Mumbai,Salaried IT Employees,Female,Married,59749,32570,54.51%
ATQCUS2091,25-34,Mumbai,Salaried IT Employees,Female,Married,64657,40313,62.35%
ATQCUS2092,25-34,Mumbai,Salaried IT Employees,Female,Married,60646,36041,59.43%
ATQCUS2093,25-34,Mumbai,Salaried IT Employees,Female,Married,60336,32212,53.39%
ATQCUS2094,25-34,Mumbai,Salaried IT Employees,Female,Married,61591,34865,56.61%
ATQCUS2095,25-34,Mumbai,Salaried IT Employees,Female,Married,64954,37300,57.43%
ATQCUS2096,25-34,Mumbai,Salaried IT Employees,Female,Married,62337,36317,58.26%
ATQCUS2097,25-34,Mumbai,Salaried IT Employees,Female,Married,64769,37662,58.15%
ATQCUS2098,25-34,Mumbai,Salaried IT Employees,Female,Married,61174,35853,58.61%
ATQCUS2099,25-34,Mumbai,Salaried IT Employees,Female,Married,59020,33330,56.47%
ATQCUS2100,25-34,Mumbai,Salaried IT Employees,Female,Married,59647,35183,58.99%
ATQCUS2101,25-34,Mumbai,Salaried IT Employees,Female,Married,63159,36769,58.22%
ATQCUS2102,25-34,Mumbai,Salaried IT Employees,Female,Married,62730,37245,59.37%
ATQCUS2103,25-34,Mumbai,Salaried IT Employees,Female,Married,60990,32493,53.28%
ATQCUS2104,25-34,Mumbai,Salaried IT Employees,Female,Married,58636,34599,59.01%
ATQCUS2105,25-34,Mumbai,Salaried IT Employees,Female,Married,60281,35170,58.34%
ATQCUS2106,25-34,Mumbai,Salaried IT Employees,Female,Married,59702,31893,53.42%
ATQCUS2107,25-34,Mumbai,Salaried IT Employees,Female,Married,62104,36902,59.42%
ATQCUS2108,25-34,Mumbai,Salaried IT Employees,Female,Married,61071,37416,61.27%
ATQCUS2109,25-34,Mumbai,Salaried IT Employees,Female,Married,58952,34340,58.25%
ATQCUS2110,25-34,Mumbai,Salaried IT Employees,Female,Married,61157,31815,52.02%
ATQCUS2111,25-34,Mumbai,Salaried IT Employees,Female,Married,61332,35243,57.46%
ATQCUS2112,25-34,Mumbai,Salaried IT Employees,Female,Married,65438,40632,62.09%
ATQCUS2113,25-34,Mumbai,Salaried IT Employees,Female,Married,63630,39873,62.66%
ATQCUS2114,25-34,Mumbai,Salaried IT Employees,Female,Married,59629,33448,56.09%
ATQCUS2115,25-34,Mumbai,Salaried IT Employees,Female,Married,66420,32434,48.83%
ATQCUS2116,25-34,Mumbai,Salaried Other Employees,Female,Married,36648,16130,44.01%
ATQCUS2117,25-34,Mumbai,Salaried Other Employees,Female,Married,37539,18524,49.35%
ATQCUS2118,25-34,Mumbai,Salaried Other Employees,Female,Married,38269,19286,50.39%
ATQCUS2119,25-34,Mumbai,Salaried Other Employees,Female,Married,39379,18542,47.09%
ATQCUS2120,25-34,Mumbai,Salaried Other Employees,Female,Married,35980,18026,50.10%
ATQCUS2121,25-34,Mumbai,Salaried Other Employees,Female,Married,39626,21081,53.20%
ATQCUS2122,25-34,Mumbai,Salaried Other Employees,Female,Married,38368,17828,46.47%
ATQCUS2123,25-34,Mumbai,Salaried Other Employees,Female,Married,36326,17739,48.83%
ATQCUS2124,25-34,Mumbai,Salaried Other Employees,Female,Married,41564,18389,44.24%
ATQCUS2125,25-34,Mumbai,Salaried Other Employees,Female,Married,40170,19408,48.31%
ATQCUS2126,25-34,Mumbai,Salaried Other Employees,Female,Married,38035,18818,49.48%
ATQCUS2127,25-34,Mumbai,Salaried Other Employees,Female,Married,41973,19408,46.24%
ATQCUS2128,25-34,Mumbai,Salaried Other Employees,Female,Married,37518,17464,46.55%
ATQCUS2129,25-34,Mumbai,Salaried Other Employees,Female,Married,38959,18902,48.52%
ATQCUS2130,25-34,Mumbai,Salaried Other Employees,Female,Married,39805,18347,46.09%
ATQCUS2131,25-34,Mumbai,Salaried Other Employees,Female,Married,38274,16875,44.09%
ATQCUS2132,25-34,Mumbai,Salaried Other Employees,Female,Married,37541,17411,46.38%
ATQCUS2133,25-34,Mumbai,Salaried Other Employees,Female,Married,38572,18587,48.19%
ATQCUS2134,25-34,Mumbai,Salaried Other Employees,Female,Married,39741,18621,46.86%
ATQCUS2135,25-34,Mumbai,Salaried Other Employees,Female,Married,38698,19996,51.67%
ATQCUS2136,25-34,Mumbai,Salaried Other Employees,Female,Married,37042,18187,49.10%
ATQCUS2137,25-34,Mumbai,Salaried Other Employees,Female,Married,38727,17815,46.00%
ATQCUS2138,25-34,Mumbai,Salaried Other Employees,Female,Married,39989,17715,44.30%
ATQCUS2139,25-34,Mumbai,Salaried Other Employees,Female,Married,38702,18756,48.46%
ATQCUS2140,25-34,Mumbai,Salaried Other Employees,Female,Married,40865,21068,51.56%
ATQCUS2141,25-34,Mumbai,Salaried Other Employees,Female,Married,40028,18966,47.38%
ATQCUS2142,25-34,Mumbai,Business Owners,Female,Married,66942,23066,34.46%
ATQCUS2143,25-34,Mumbai,Business Owners,Female,Married,65617,22643,34.51%
ATQCUS2144,25-34,Mumbai,Business Owners,Female,Married,68428,25173,36.79%
ATQCUS2145,25-34,Mumbai,Business Owners,Female,Married,72028,29443,40.88%
ATQCUS2146,25-34,Mumbai,Business Owners,Female,Married,64247,24005,37.36%
ATQCUS2147,25-34,Mumbai,Business Owners,Female,Married,68874,26270,38.14%
ATQCUS2148,25-34,Mumbai,Business Owners,Female,Married,65062,24526,37.70%
ATQCUS2149,25-34,Mumbai,Business Owners,Female,Married,67341,26485,39.33%
ATQCUS2150,25-34,Mumbai,Business Owners,Female,Married,73294,28513,38.90%
ATQCUS2151,25-34,Mumbai,Business Owners,Female,Married,71358,27641,38.74%
ATQCUS2152,25-34,Mumbai,Freelancers,Female,Married,36074,18370,50.92%
ATQCUS2153,25-34,Mumbai,Freelancers,Female,Married,33942,17264,50.86%
ATQCUS2154,25-34,Mumbai,Freelancers,Female,Married,35662,18302,51.32%
ATQCUS2155,25-34,Mumbai,Freelancers,Female,Married,35667,16910,47.41%
ATQCUS2156,25-34,Mumbai,Freelancers,Female,Married,36216,18321,50.59%
ATQCUS2157,25-34,Mumbai,Freelancers,Female,Married,35283,18403,52.16%
ATQCUS2158,25-34,Mumbai,Freelancers,Female,Married,34640,17361,50.12%
ATQCUS2159,25-34,Mumbai,Freelancers,Female,Married,34300,17651,51.46%
ATQCUS2160,25-34,Mumbai,Freelancers,Female,Married,35519,17745,49.96%
ATQCUS2161,25-34,Mumbai,Freelancers,Female,Married,35694,19307,54.09%
ATQCUS2162,25-34,Mumbai,Freelancers,Female,Married,37413,18736,50.08%
ATQCUS2163,25-34,Mumbai,Freelancers,Female,Married,34843,16473,47.28%
ATQCUS2164,25-34,Mumbai,Freelancers,Female,Married,34720,18409,53.02%
ATQCUS2165,25-34,Mumbai,Freelancers,Female,Married,35648,18463,51.79%
ATQCUS2166,25-34,Mumbai,Government Employees,Female,Married,52014,18079,34.76%
ATQCUS2167,25-34,Mumbai,Government Employees,Female,Married,52580,17433,33.16%
ATQCUS2168,25-34,Mumbai,Government Employees,Female,Married,51986,18401,35.40%
ATQCUS2169,25-34,Mumbai,Government Employees,Female,Married,53507,18404,34.39%
ATQCUS2170,25-34,Mumbai,Government Employees,Female,Married,54445,19410,35.65%
ATQCUS2171,25-34,Mumbai,Government Employees,Female,Married,51608,18162,35.19%
ATQCUS2172,25-34,Mumbai,Government Employees,Female,Married,51030,16870,33.06%
ATQCUS2173,25-34,Mumbai,Government Employees,Female,Married,54075,17842,32.99%
ATQCUS2174,25-34,Mumbai,Government Employees,Female,Married,51902,17009,32.77%
ATQCUS2175,25-34,Mumbai,Government Employees,Female,Married,53731,17965,33.44%
ATQCUS2176,25-34,Mumbai,Government Employees,Female,Married,52218,17146,32.83%
ATQCUS2177,25-34,Mumbai,Government Employees,Female,Married,51697,17022,32.93%
ATQCUS2178,25-34,Mumbai,Government Employees,Female,Married,50340,16675,33.13%
ATQCUS2179,25-34,Mumbai,Government Employees,Female,Married,53305,17599,33.02%
ATQCUS2180,25-34,Mumbai,Government Employees,Female,Married,52949,17080,32.26%
ATQCUS2181,25-34,Delhi NCR,Salaried IT Employees,Female,Married,59281,29901,50.44%
ATQCUS2182,25-34,Delhi NCR,Salaried IT Employees,Female,Married,58954,30380,51.53%
ATQCUS2183,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60980,31135,51.06%
ATQCUS2184,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60898,33691,55.32%
ATQCUS2185,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63058,31498,49.95%
ATQCUS2186,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63528,35692,56.18%
ATQCUS2187,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61814,32301,52.26%
ATQCUS2188,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60591,32425,53.51%
ATQCUS2189,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61376,35478,57.80%
ATQCUS2190,25-34,Delhi NCR,Salaried IT Employees,Female,Married,62188,32089,51.60%
ATQCUS2191,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60582,32461,53.58%
ATQCUS2192,25-34,Delhi NCR,Salaried IT Employees,Female,Married,60963,31680,51.97%
ATQCUS2193,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64336,36262,56.36%
ATQCUS2194,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64078,35553,55.48%
ATQCUS2195,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61264,31311,51.11%
ATQCUS2196,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61991,34810,56.15%
ATQCUS2197,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61799,31654,51.22%
ATQCUS2198,25-34,Delhi NCR,Salaried IT Employees,Female,Married,59537,31459,52.84%
ATQCUS2199,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63850,37757,59.13%
ATQCUS2200,25-34,Delhi NCR,Salaried IT Employees,Female,Married,58722,31838,54.22%
ATQCUS2201,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61632,32318,52.44%
ATQCUS2202,25-34,Delhi NCR,Salaried IT Employees,Female,Married,59632,29784,49.95%
ATQCUS2203,25-34,Delhi NCR,Salaried IT Employees,Female,Married,62081,31942,51.45%
ATQCUS2204,25-34,Delhi NCR,Salaried IT Employees,Female,Married,65784,34294,52.13%
ATQCUS2205,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64370,29989,46.59%
ATQCUS2206,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63663,37208,58.45%
ATQCUS2207,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63804,32784,51.38%
ATQCUS2208,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63323,36671,57.91%
ATQCUS2209,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63104,31456,49.85%
ATQCUS2210,25-34,Delhi NCR,Salaried IT Employees,Female,Married,59101,30600,51.78%
ATQCUS2211,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61489,32045,52.11%
ATQCUS2212,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61865,31135,50.33%
ATQCUS2213,25-34,Delhi NCR,Salaried IT Employees,Female,Married,61299,34880,56.90%
ATQCUS2214,25-34,Delhi NCR,Salaried IT Employees,Female,Married,62887,32707,52.01%
ATQCUS2215,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64205,35086,54.65%
ATQCUS2216,25-34,Delhi NCR,Salaried IT Employees,Female,Married,65656,37700,57.42%
ATQCUS2217,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63759,33530,52.59%
ATQCUS2218,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63747,34026,53.38%
ATQCUS2219,25-34,Delhi NCR,Salaried IT Employees,Female,Married,64172,33937,52.88%
ATQCUS2220,25-34,Delhi NCR,Salaried IT Employees,Female,Married,62481,34916,55.88%
ATQCUS2221,25-34,Delhi NCR,Salaried IT Employees,Female,Married,63276,33164,52.41%
ATQCUS2222,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39810,18149,45.59%
ATQCUS2223,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39782,18534,46.59%
ATQCUS2224,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39096,16045,41.04%
ATQCUS2225,25-34,Delhi NCR,Salaried Other Employees,Female,Married,37319,15899,42.60%
ATQCUS2226,25-34,Delhi NCR,Salaried Other Employees,Female,Married,38873,17584,45.23%
ATQCUS2227,25-34,Delhi NCR,Salaried Other Employees,Female,Married,38270,15734,41.11%
ATQCUS2228,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39401,17433,44.25%
ATQCUS2229,25-34,Delhi NCR,Salaried Other Employees,Female,Married,36911,16678,45.19%
ATQCUS2230,25-34,Delhi NCR,Salaried Other Employees,Female,Married,37242,16481,44.25%
ATQCUS2231,25-34,Delhi NCR,Salaried Other Employees,Female,Married,37020,14708,39.73%
ATQCUS2232,25-34,Delhi NCR,Salaried Other Employees,Female,Married,41525,18651,44.91%
ATQCUS2233,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39791,16659,41.87%
ATQCUS2234,25-34,Delhi NCR,Salaried Other Employees,Female,Married,41307,17764,43.00%
ATQCUS2235,25-34,Delhi NCR,Salaried Other Employees,Female,Married,36536,16072,43.99%
ATQCUS2236,25-34,Delhi NCR,Salaried Other Employees,Female,Married,38819,15495,39.92%
ATQCUS2237,25-34,Delhi NCR,Salaried Other Employees,Female,Married,37023,16551,44.70%
ATQCUS2238,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39019,18106,46.40%
ATQCUS2239,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39388,15458,39.25%
ATQCUS2240,25-34,Delhi NCR,Salaried Other Employees,Female,Married,37807,15764,41.70%
ATQCUS2241,25-34,Delhi NCR,Salaried Other Employees,Female,Married,41271,17860,43.27%
ATQCUS2242,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39110,16995,43.45%
ATQCUS2243,25-34,Delhi NCR,Salaried Other Employees,Female,Married,39658,17837,44.98%
ATQCUS2244,25-34,Delhi NCR,Business Owners,Female,Married,67799,23592,34.80%
ATQCUS2245,25-34,Delhi NCR,Business Owners,Female,Married,73659,23628,32.08%
ATQCUS2246,25-34,Delhi NCR,Business Owners,Female,Married,67694,21513,31.78%
ATQCUS2247,25-34,Delhi NCR,Business Owners,Female,Married,66290,22935,34.60%
ATQCUS2248,25-34,Delhi NCR,Business Owners,Female,Married,70929,24656,34.76%
ATQCUS2249,25-34,Delhi NCR,Business Owners,Female,Married,69216,22351,32.29%
ATQCUS2250,25-34,Delhi NCR,Business Owners,Female,Married,68472,24133,35.24%
ATQCUS2251,25-34,Delhi NCR,Freelancers,Female,Married,35080,16041,45.73%
ATQCUS2252,25-34,Delhi NCR,Freelancers,Female,Married,34948,15799,45.21%
ATQCUS2253,25-34,Delhi NCR,Freelancers,Female,Married,35099,16831,47.95%
ATQCUS2254,25-34,Delhi NCR,Freelancers,Female,Married,37476,16918,45.14%
ATQCUS2255,25-34,Delhi NCR,Freelancers,Female,Married,37153,17372,46.76%
ATQCUS2256,25-34,Delhi NCR,Freelancers,Female,Married,33732,15909,47.16%
ATQCUS2257,25-34,Delhi NCR,Freelancers,Female,Married,34334,18291,53.27%
ATQCUS2258,25-34,Delhi NCR,Freelancers,Female,Married,36037,16513,45.82%
ATQCUS2259,25-34,Delhi NCR,Freelancers,Female,Married,34838,14550,41.76%
ATQCUS2260,25-34,Delhi NCR,Freelancers,Female,Married,33296,15282,45.90%
ATQCUS2261,25-34,Delhi NCR,Freelancers,Female,Married,36582,16298,44.55%
ATQCUS2262,25-34,Delhi NCR,Freelancers,Female,Married,36331,17493,48.15%
ATQCUS2263,25-34,Delhi NCR,Government Employees,Female,Married,50313,14283,28.39%
ATQCUS2264,25-34,Delhi NCR,Government Employees,Female,Married,53325,14771,27.70%
ATQCUS2265,25-34,Delhi NCR,Government Employees,Female,Married,50042,15223,30.42%
ATQCUS2266,25-34,Delhi NCR,Government Employees,Female,Married,51433,16093,31.29%
ATQCUS2267,25-34,Delhi NCR,Government Employees,Female,Married,51021,14398,28.22%
ATQCUS2268,25-34,Delhi NCR,Government Employees,Female,Married,51207,16420,32.07%
ATQCUS2269,25-34,Delhi NCR,Government Employees,Female,Married,52294,16125,30.84%
ATQCUS2270,25-34,Delhi NCR,Government Employees,Female,Married,51287,16612,32.39%
ATQCUS2271,25-34,Delhi NCR,Government Employees,Female,Married,51579,16253,31.51%
ATQCUS2272,25-34,Delhi NCR,Government Employees,Female,Married,51758,15586,30.11%
ATQCUS2273,25-34,Bengaluru,Salaried IT Employees,Female,Married,63840,31755,49.74%
ATQCUS2274,25-34,Bengaluru,Salaried IT Employees,Female,Married,63653,34164,53.67%
ATQCUS2275,25-34,Bengaluru,Salaried IT Employees,Female,Married,63974,29119,45.52%
ATQCUS2276,25-34,Bengaluru,Salaried IT Employees,Female,Married,59224,26449,44.66%
ATQCUS2277,25-34,Bengaluru,Salaried IT Employees,Female,Married,61441,29645,48.25%
ATQCUS2278,25-34,Bengaluru,Salaried IT Employees,Female,Married,60836,31252,51.37%
ATQCUS2279,25-34,Bengaluru,Salaried IT Employees,Female,Married,63061,28928,45.87%
ATQCUS2280,25-34,Bengaluru,Salaried IT Employees,Female,Married,61276,33488,54.65%
ATQCUS2281,25-34,Bengaluru,Salaried IT Employees,Female,Married,61048,30471,49.91%
ATQCUS2282,25-34,Bengaluru,Salaried IT Employees,Female,Married,60835,29776,48.95%
ATQCUS2283,25-34,Bengaluru,Salaried IT Employees,Female,Married,60032,28336,47.20%
ATQCUS2284,25-34,Bengaluru,Salaried IT Employees,Female,Married,62648,30612,48.86%
ATQCUS2285,25-34,Bengaluru,Salaried IT Employees,Female,Married,63126,31833,50.43%
ATQCUS2286,25-34,Bengaluru,Salaried IT Employees,Female,Married,59978,27919,46.55%
ATQCUS2287,25-34,Bengaluru,Salaried IT Employees,Female,Married,59869,28495,47.60%
ATQCUS2288,25-34,Bengaluru,Salaried IT Employees,Female,Married,60276,29891,49.59%
ATQCUS2289,25-34,Bengaluru,Salaried IT Employees,Female,Married,65762,31749,48.28%
ATQCUS2290,25-34,Bengaluru,Salaried IT Employees,Female,Married,62172,30559,49.15%
ATQCUS2291,25-34,Bengaluru,Salaried IT Employees,Female,Married,63920,30389,47.54%
ATQCUS2292,25-34,Bengaluru,Salaried IT Employees,Female,Married,63027,29069,46.12%
ATQCUS2293,25-34,Bengaluru,Salaried IT Employees,Female,Married,59119,29722,50.28%
ATQCUS2294,25-34,Bengaluru,Salaried IT Employees,Female,Married,65326,33517,51.31%
ATQCUS2295,25-34,Bengaluru,Salaried IT Employees,Female,Married,61542,28229,45.87%
ATQCUS2296,25-34,Bengaluru,Salaried IT Employees,Female,Married,59597,30146,50.58%
ATQCUS2297,25-34,Bengaluru,Salaried IT Employees,Female,Married,64071,31149,48.62%
ATQCUS2298,25-34,Bengaluru,Salaried IT Employees,Female,Married,61581,31447,51.07%
ATQCUS2299,25-34,Bengaluru,Salaried Other Employees,Female,Married,38525,16722,43.41%
ATQCUS2300,25-34,Bengaluru,Salaried Other Employees,Female,Married,40879,16496,40.35%
ATQCUS2301,25-34,Bengaluru,Salaried Other Employees,Female,Married,38451,16100,41.87%
ATQCUS2302,25-34,Bengaluru,Salaried Other Employees,Female,Married,38605,17034,44.12%
ATQCUS2303,25-34,Bengaluru,Salaried Other Employees,Female,Married,41298,17685,42.82%
ATQCUS2304,25-34,Bengaluru,Salaried Other Employees,Female,Married,38052,15781,41.47%
ATQCUS2305,25-34,Bengaluru,Salaried Other Employees,Female,Married,36495,16202,44.39%
ATQCUS2306,25-34,Bengaluru,Salaried Other Employees,Female,Married,39048,15676,40.15%
ATQCUS2307,25-34,Bengaluru,Salaried Other Employees,Female,Married,39259,16414,41.81%
ATQCUS2308,25-34,Bengaluru,Salaried Other Employees,Female,Married,39863,16019,40.18%
ATQCUS2309,25-34,Bengaluru,Salaried Other Employees,Female,Married,35782,15591,43.57%
ATQCUS2310,25-34,Bengaluru,Salaried Other Employees,Female,Married,39454,16113,40.84%
ATQCUS2311,25-34,Bengaluru,Salaried Other Employees,Female,Married,39764,17183,43.21%
ATQCUS2312,25-34,Bengaluru,Salaried Other Employees,Female,Married,36077,15339,42.52%
ATQCUS2313,25-34,Bengaluru,Salaried Other Employees,Female,Married,39806,15223,38.24%
ATQCUS2314,25-34,Bengaluru,Salaried Other Employees,Female,Married,38966,16454,42.23%
ATQCUS2315,25-34,Bengaluru,Salaried Other Employees,Female,Married,39077,16327,41.78%
ATQCUS2316,25-34,Bengaluru,Business Owners,Female,Married,69119,23083,33.40%
ATQCUS2317,25-34,Bengaluru,Business Owners,Female,Married,72061,22082,30.64%
ATQCUS2318,25-34,Bengaluru,Business Owners,Female,Married,66215,23453,35.42%
ATQCUS2319,25-34,Bengaluru,Business Owners,Female,Married,70925,25602,36.10%
ATQCUS2320,25-34,Bengaluru,Business Owners,Female,Married,63783,20537,32.20%
ATQCUS2321,25-34,Bengaluru,Business Owners,Female,Married,70018,24032,34.32%
ATQCUS2322,25-34,Bengaluru,Business Owners,Female,Married,70198,23196,33.04%
ATQCUS2323,25-34,Bengaluru,Business Owners,Female,Married,64882,19362,29.84%
ATQCUS2324,25-34,Bengaluru,Freelancers,Female,Married,34510,13962,40.46%
ATQCUS2325,25-34,Bengaluru,Freelancers,Female,Married,33919,14504,42.76%
ATQCUS2326,25-34,Bengaluru,Freelancers,Female,Married,34958,15417,44.10%
ATQCUS2327,25-34,Bengaluru,Freelancers,Female,Married,33950,13792,40.63%
ATQCUS2328,25-34,Bengaluru,Freelancers,Female,Married,36307,15297,42.13%
ATQCUS2329,25-34,Bengaluru,Freelancers,Female,Married,34721,15345,44.19%
ATQCUS2330,25-34,Bengaluru,Freelancers,Female,Married,33785,15566,46.07%
ATQCUS2331,25-34,Bengaluru,Freelancers,Female,Married,36106,14142,39.17%
ATQCUS2332,25-34,Bengaluru,Freelancers,Female,Married,35238,15126,42.92%
ATQCUS2333,25-34,Bengaluru,Freelancers,Female,Married,35155,16601,47.22%
ATQCUS2334,25-34,Bengaluru,Freelancers,Female,Married,37349,15472,41.42%
ATQCUS2335,25-34,Bengaluru,Freelancers,Female,Married,34116,15253,44.71%
ATQCUS2336,25-34,Bengaluru,Freelancers,Female,Married,34903,15252,43.70%
ATQCUS2337,25-34,Bengaluru,Freelancers,Female,Married,36001,15857,44.05%
ATQCUS2338,25-34,Bengaluru,Government Employees,Female,Married,51892,13980,26.94%
ATQCUS2339,25-34,Bengaluru,Government Employees,Female,Married,50339,13332,26.48%
ATQCUS2340,25-34,Bengaluru,Government Employees,Female,Married,52037,13897,26.71%
ATQCUS2341,25-34,Bengaluru,Government Employees,Female,Married,54339,15705,28.90%
ATQCUS2342,25-34,Bengaluru,Government Employees,Female,Married,50813,14547,28.63%
ATQCUS2343,25-34,Bengaluru,Government Employees,Female,Married,54845,14837,27.05%
ATQCUS2344,25-34,Bengaluru,Government Employees,Female,Married,51350,13534,26.36%
ATQCUS2345,25-34,Bengaluru,Government Employees,Female,Married,52391,16675,31.83%
ATQCUS2346,25-34,Bengaluru,Government Employees,Female,Married,54587,15568,28.52%
ATQCUS2347,25-34,Bengaluru,Government Employees,Female,Married,50137,12748,25.43%
ATQCUS2348,25-34,Bengaluru,Government Employees,Female,Married,54654,15022,27.49%
ATQCUS2349,25-34,Bengaluru,Government Employees,Female,Married,50207,14212,28.31%
ATQCUS2350,25-34,Bengaluru,Government Employees,Female,Married,52710,15772,29.92%
ATQCUS2351,25-34,Bengaluru,Government Employees,Female,Married,53819,15730,29.23%
ATQCUS2352,25-34,Chennai,Salaried IT Employees,Female,Married,64823,22921,35.36%
ATQCUS2353,25-34,Chennai,Salaried IT Employees,Female,Married,61496,19603,31.88%
ATQCUS2354,25-34,Chennai,Salaried IT Employees,Female,Married,65761,24325,36.99%
ATQCUS2355,25-34,Chennai,Salaried IT Employees,Female,Married,59797,20094,33.60%
ATQCUS2356,25-34,Chennai,Salaried IT Employees,Female,Married,59164,21765,36.79%
ATQCUS2357,25-34,Chennai,Salaried IT Employees,Female,Married,58721,20442,34.81%
ATQCUS2358,25-34,Chennai,Salaried IT Employees,Female,Married,63900,20574,32.20%
ATQCUS2359,25-34,Chennai,Salaried IT Employees,Female,Married,63595,22409,35.24%
ATQCUS2360,25-34,Chennai,Salaried IT Employees,Female,Married,61976,23906,38.57%
ATQCUS2361,25-34,Chennai,Salaried IT Employees,Female,Married,62463,22207,35.55%
ATQCUS2362,25-34,Chennai,Salaried IT Employees,Female,Married,59797,19616,32.80%
ATQCUS2363,25-34,Chennai,Salaried IT Employees,Female,Married,60627,19689,32.47%
ATQCUS2364,25-34,Chennai,Salaried IT Employees,Female,Married,63050,23196,36.79%
ATQCUS2365,25-34,Chennai,Salaried IT Employees,Female,Married,62738,20532,32.73%
ATQCUS2366,25-34,Chennai,Salaried IT Employees,Female,Married,62153,21826,35.12%
ATQCUS2367,25-34,Chennai,Salaried IT Employees,Female,Married,59238,19823,33.46%
ATQCUS2368,25-34,Chennai,Salaried IT Employees,Female,Married,58940,20810,35.31%
ATQCUS2369,25-34,Chennai,Salaried IT Employees,Female,Married,62681,21815,34.80%
ATQCUS2370,25-34,Chennai,Salaried IT Employees,Female,Married,60816,21327,35.07%
ATQCUS2371,25-34,Chennai,Salaried IT Employees,Female,Married,66233,22561,34.06%
ATQCUS2372,25-34,Chennai,Salaried IT Employees,Female,Married,59023,19293,32.69%
